Actual,Predicted
43.634,42.59226659648249
161.1,163.5752356146701
68.71111111,64.73319521523551
35.4,31.911580353047743
73.5,88.30924958886023
165.5,165.0509475114503
89.8,88.44339361389608
140.8,138.0692828758494
150.0,153.99195469416324
79.9,79.56520628479191
51.7,49.63642602921844
79.7,79.41173018966519
189.3,187.46596920982387
72.2,71.35584028752307
49.5,51.17426814842104
49.1,48.186125413593786
112.5,110.38846987355346
45.1,44.127213093326276
110.9,111.54281499351225
117.9,118.72829950092239
66.9,67.2722561132317
166.8,167.96568853771427
92.4,93.62481462640503
41.1,41.688475496023436
103.8,101.27415279934726
79.8,80.41003306578763
61.7,62.990664293457755
45.0,45.14049438712574
102.0,100.63328573884803
51.55555556,51.27338021233849
96.6,96.94594141332821
61.2,61.08683217449233
128.6,127.00627164632569
108.5,98.54344935404188
102.6222222,104.67057325806815
23.9,29.79838896193391
81.7,81.79416399637985
105.4,106.1451551576482
117.1,114.91253224797535
136.8888889,130.6527328205257
83.4,81.9758194940424
84.5,87.1933228621201
48.3,52.456586890643436
100.2,100.65727113614795
52.7,51.549586641547066
58.2,58.231068745688525
49.14,51.03423843901134
120.9,120.39861256822904
14.7,20.306759393240515
131.8,129.29741196838935
34.8,33.0719432145709
74.2,73.59625177572802
63.3,62.801237194721026
102.5,104.93120919105469
108.3,107.5445158981636
73.8,81.99003379661063
117.6,118.76807014587952
84.8,83.38912480818817
52.9,61.50290902221092
71.0,70.77391054805099
80.44444444,80.17499681769256
59.1,60.93581258040572
71.9,71.69603433220304
56.6,59.132020712219365
36.5,35.623488693662196
89.3,90.65805335328375
110.0,107.49468689789383
102.2222222,104.74253027450158
75.2,76.01339134055529
122.4,124.61394396093021
93.3,101.48866436658662
28.8,31.608404000751968
268.0,249.80536185871537
40.0,38.994641837312
67.2,66.74386629103687
114.1,115.49648994285015
78.4,78.70782171200418
31.4,30.842248814119827
127.0,130.10115996477887
106.7,107.75845804500742
84.3,83.64315252642281
184.3,184.76133144482273
100.3,94.48971316763016
84.0,85.62897214042825
75.0,75.10486551759239
108.9,109.3749007065256
77.845,79.34858745126809
106.5,106.53760373100093
152.7,151.43483662764328
128.8444444,126.80327348468984
137.2,138.68077974632888
38.5,39.79210711050475
105.1,106.62637718641251
62.2,64.74660165081612
116.9333333,117.46870737380647
102.9,103.47384260365146
72.9,74.1127884708551
56.4,58.087928110657515
24.5,24.94873533550903
90.0,88.83112281821727
85.8,87.80056349567559
41.0,41.29762327583602
102.0,103.50333376574204
104.9,102.4085554963789
94.6,96.09516742756765
132.0,130.08557461766688
99.4,101.06715801115244
111.55,112.95575033573083
67.186,66.56820393949724
75.0,74.19081694842964
45.5,45.68198972165335
153.3,148.7236784858848
21.4,22.681740378135206
66.5,66.9211853688951
138.6,139.3862477744075
60.0,58.97373313160719
86.26666667,89.47838041105874
199.1,191.31917741298136
70.5,69.34669557121688
106.8,104.79409704834522
136.8,139.82190874646412
79.11111111,80.00852199653812
63.4,64.9358135258666
33.2,31.067379672494127
92.44444444,92.58855983677356
99.8,99.91931968538083
99.3,96.76278968210241
91.6,92.96782521479325
59.2,59.432356649581116
86.2,87.79831829211483
43.7,44.55733654196566
177.7,169.74978610428136
43.4,44.918574323125455
60.8,60.57242744156928
73.33333333,74.37531149314154
107.6,106.28193472746578
184.1,185.56484986657253
116.1,114.40681585936153
97.82222222,99.09736920551663
230.0,215.30424545982936
158.0444444,153.28342014542153
148.1333333,148.20002591443085
153.0,147.08005922635925
69.0,68.21350764816428
139.2,140.1700516063373
90.2,98.73955536542167
41.5,41.04767455081316
86.8,85.89032340574947
80.3,79.64526336246146
104.4,105.10165103052927
155.4,154.56322611525934
60.5,58.635570984838246
85.3,88.30924958886023
93.95555556,94.00546089807324
134.5,136.91124853978684
30.6,35.24731299328492
101.1,101.65622875828333
80.1,78.09213695147396
131.5,137.46962235103925
112.6,113.29418783818288
57.0,56.019942636963165
62.4,62.60129225991633
60.7,63.18620113023403
85.6,85.76171695356804
193.0,190.68011300559692
144.4,144.26508037095746
45.8,46.165994564604425
102.2,102.86567987330098
77.9,77.78170459602724
127.9,127.99500810959927
125.7,126.05228330430357
85.9,98.54344935404188
39.446,40.95192982107942
78.7,77.37614998480292
112.1,110.48882167100233
55.4,51.78073177347526
95.5,96.83002636211673
85.5,87.5028256421301
99.4,100.63221171268914
115.2444444,115.1018227238719
105.7,110.07998068669058
123.6,122.9390727744388
41.6,42.48228339721026
58.4,57.59481811227765
118.7,117.64363010799316
59.5,60.48659124025124
51.3,50.98994951011101
108.7,105.55215225223903
61.0,60.24383369039611
225.3,223.21919278193755
103.0,102.69683543608093
104.4,103.65815731611814
189.4,183.52212927918671
104.0,103.12902297859738
84.2,79.64929544396743
138.5,137.2657585411818
46.6,46.5222655347728
67.2,68.6569284903944
72.3,71.67102190411481
117.2,117.68531784155762
150.8,149.48682382909791
108.3,107.15351389215736
112.4,114.44252771970777
118.8,117.74198486453781
76.4,76.68681306536917
112.9,113.11628783846405
81.0,80.39951349305166
108.8,108.048119593088
110.0,112.08455824307201
49.2,48.742147935220174
67.1,66.1042214719078
90.0,88.98649429564962
191.4,193.24106396298544
71.6,71.91192588473767
102.5,100.91156642445222
42.4,40.62735495773719
57.1,56.76910031345716
105.9,101.25013560393572
117.1,118.56971263777878
53.6,48.686459477960575
96.6,100.94913383895947
92.4,93.38693424555082
65.2,68.12838662062833
155.1,154.92020489291946
45.6,44.896296589383184
121.7,123.11260486721785
75.5,75.74525488637249
90.9,91.2847827610134
50.4,50.70964546227592
105.6,103.30675390335269
133.8,134.62996639961645
129.3,128.43230012208383
165.9,165.65924591290275
81.6,82.70809374625698
85.3,87.5369728733895
117.1,124.8356906341711
103.4,103.3156045717319
68.4,66.90544373928715
67.0,66.81764360121512
116.7,118.3297182400542
42.2,42.21586885849625
123.8,126.00290275570444
84.0,86.02548924819455
44.88888889,48.73133394953813
204.7,201.37496018227594
189.4,184.16786520491365
122.0,122.64164581484985
51.9,50.20880844494402
98.5,98.2806361021293
94.6,92.98199810021758
45.7,44.342563674547485
23.3,28.12368727352372
84.9,85.39685209196874
43.4,44.35304816867452
132.6222222,134.19066312154132
82.0,79.65767762363558
39.1,40.55905712616695
62.22222222,61.483472047251205
159.6,160.9913612775029
84.3,83.19982798758505
51.8,54.751181270408615
103.0,99.08564248091645
71.3,72.52677883995565
156.54,148.08738319498008
147.4,147.8159560723896
64.8,59.76766127147198
108.5,107.32311154513151
101.2,103.50076865452743
44.8,46.3048856735
49.2,48.93055353051075
194.4,193.22531660731698
132.9,128.84248708390894
90.1,90.48445924946495
26.7,27.41700315395789
76.3,75.87996913221447
172.4,174.11805808496152
110.1333333,110.87204670855293
91.0,90.36852964887703
17.4,19.79663616327625
67.8,72.64804573746602
66.9,66.33768124634754
30.4,31.911580353047743
93.0,92.02608079454126
89.33333333,89.9044015338182
70.8,70.06246709283661
67.6,67.92539534774114
127.2,131.58494563535444
75.0,74.24695815082256
85.77777778,86.61146552626612
27.2,27.431427570502407
113.3333333,116.74560336484078
108.1,109.70769937128047
58.22222222,56.52575869585898
56.0,57.690291625445695
104.0,102.44637152738122
148.5,148.3971772995839
72.0,70.90503273928498
100.0,98.69749502286118
163.5,169.46970091279093
88.26666667,89.21809263637083
144.7,149.60505942831958
86.9,88.19382849081039
90.0,91.09868643279097
65.0,65.24754235190994
115.44,117.16272211522026
150.3,150.64711161073055
106.5333333,107.86323890019221
99.4,101.26152811444759
149.2,144.75125877260953
77.02222222,74.83374788582857
209.1,205.63672261582136
72.4,73.29556842891385
72.2,71.01771229673864
98.2,99.66051232265322
95.6,96.96210547273026
67.5,68.21503210960564
64.44444444,63.69558111380749
97.2,96.84359680845019
139.6,141.49482189097026
92.4,90.80008031385064
94.2,91.24264280980456
89.5,88.84867882094056
159.9,158.3019173682515
82.4,83.79730324652392
90.4,90.25301311325792
85.0,90.45074478618204
153.4,150.47035158608986
61.77777778,57.89724893870381
66.5,66.62488432319412
113.3,113.18741239712521
109.9,109.19591621421444
77.7,77.12616774209074
86.8,86.22210659740662
69.1,68.67101086344339
86.4,86.7887055718637
134.3,121.77227269745069
39.7,35.24731299328492
116.5,117.62175293802397
56.0,57.24859918650204
74.4,72.33729070715657
83.0,81.63426433056367
130.4,128.42989124852582
113.8666667,113.66257948152807
92.4,98.52163467855141
69.7,69.41714327596367
31.55555556,29.957847763796345
79.7,78.35713324886098
101.9,99.12300238643516
50.7,48.52570138928884
118.9,118.48408538041188
111.6,112.63968783799801
122.1,122.66807407016714
91.0,92.2040160136748
90.1,89.93432641206074
134.1333333,134.2883408103916
103.6,103.64431532692637
135.5,136.7248629134064
130.1,132.57434129488064
160.1,162.20991962563372
118.0,112.78051065124589
30.2,30.310038303833135
76.1,75.04507612371036
60.4,57.09716925128435
93.1,92.65836503464764
60.3,60.88918535427266
65.7,65.22512607040814
80.8,80.27944570871904
26.9,27.230076871394317
98.0,97.57395084311456
59.11111111,59.92793889120698
65.77777778,64.83579046018302
210.0,228.14241746822518
88.8,85.40520089075278
178.5,179.1499538727543
127.3,126.54982155263836
83.1,81.39825816379259
66.1,63.74574874670902
68.8,68.42060278487163
78.5,75.77705494898655
57.0,54.92683018918408
156.8,160.1706802690851
116.0,117.09814242645015
76.0,76.91243634074245
106.5333333,104.51934352534906
46.9,47.46616064715469
48.7,45.60429405918329
36.5,34.09178989734196
123.7777778,124.21294024782736
21.6,22.510116373784417
112.1777778,111.78825622423778
104.9,106.25083212002755
110.2,110.93324791171926
56.8,57.15866176041439
73.1,74.04000152328238
160.1,163.87204950762353
45.33333333,44.74243558839373
141.4,140.66712705361
117.3,119.93840764865534
117.0,118.41890702642111
69.751,69.33864965513413
110.4,112.2066074436531
72.9,72.87849167524301
70.3,69.91290603219394
89.15555556,88.78486117405347
124.8,125.23493256555956
59.8,59.05704592859277
73.751,74.06811736499273
141.1,144.79695490064933
217.5,202.9303248835624
81.4,79.41733999084765
61.1,61.740694096845964
109.66,101.48866436658662
75.8,76.40779880494124
86.9,88.41797035951241
83.3,81.57334008576835
133.7,131.58303751228252
44.5,43.810969424814004
19.7,19.367684165591992
43.7,43.03095544870103
128.2,128.35889916698497
99.9,100.58280326137415
113.7,113.83160145337888
124.5,126.1723888502445
24.7,24.933904669187427
50.66666667,48.62239788251207
98.9,98.97799833217555
73.9,73.63293436136148
96.7,94.0854478530495
77.6,75.76189655341594
64.2,65.13119953976026
113.8,113.3994538285079
136.6,137.6735498899317
137.0,135.58583165377433
67.9,64.9262139515793
86.7,86.0910170388902
77.9,83.90986744225285
38.7,35.815518173674384
96.6,96.79894742757072
181.5,185.6024438501316
149.9,148.33509117039395
68.5,68.1308350341565
97.8,99.11855224772962
96.3,95.78827470336186
17.0,15.443991268194543
28.7,27.431427570502407
81.77777778,83.4022198680085
77.2,77.8023794320276
93.5,91.1908321773474
40.88888889,41.860449395266876
71.11111111,69.9819255392908
94.0,87.92066953564667
112.9,115.91182261582716
155.0,158.99894621216308
55.3,55.22416663032114
89.9,89.8947792078921
139.9,141.59504959264348
50.9,52.121564745123074
67.9,68.51079262581743
83.2,84.25018695913708
84.0,84.65923605901466
167.7,167.12436455987782
59.4,63.29290221098223
146.9,144.80886671255237
74.0,74.0376433903892
94.5,92.7726776840849
117.0,118.13215968384122
76.2,76.10533638936305
79.6,80.44312382770501
153.8,155.70962483046495
79.4,78.00387676359874
134.0,132.38131079781655
88.9,88.87561758638736
93.9,94.31125782807023
