Feature Values,Partial Dependence Values
0.0,84.70638
9.2,84.45357
9.506531204644414,83.986374
9.71880762138906,83.99569
9.947491248541423,85.347946
10.68514518838493,86.6883
10.843373493975903,86.86423
11.111111111111112,86.93014
11.19942196531792,86.927315
14.563106796116504,87.03231
15.116279069767444,88.132065
15.517241379310343,91.26834
15.995165189363416,92.363815
18.87240356083086,92.93346
19.337016574585636,93.39831
20.488195278111245,93.015465
20.930232558139533,93.04166
20.961682945154024,94.07853
21.686746987951807,94.2584
22.9020979020979,97.166374
26.65379043940125,99.318726
28.987341772151897,101.00173
29.390681003584223,100.98926
30.909090909090907,100.21616
32.62411347517731,99.23034
32.7683615819209,100.209724
36.84210526315789,99.54366
37.85046728971962,98.51118
38.54166666666667,98.522385
43.77880184331797,98.72283
45.80759046778464,98.82189
48.18652849740933,97.893394
50.0,94.57027
51.76470588235295,94.35644
52.84552845528455,94.42069
53.216374269005854,94.38821
53.34081976417743,93.83137
55.74712643678161,94.18325
55.82822085889572,93.11594
57.08333333333334,91.428444
57.6271186440678,93.33556
57.692307692307686,92.96484
59.72222222222222,93.107925
59.813084112149525,93.296906
60.62639821029083,93.689224
62.18905472636816,93.96209
62.96296296296296,95.49556
63.63636363636363,95.60449
65.25054466230937,93.709236
67.0,93.63503
67.08860759493672,93.39811
67.97257590597454,93.30232
69.23076923076923,93.30232
69.48051948051949,93.16985
70.9090909090909,92.62885
70.96774193548387,92.582794
71.50635208711434,92.26084
71.60493827160492,93.1272
77.3696682464455,93.75399
77.55495227252824,93.601715
77.70700636942675,93.288895
80.99578639607876,93.12629
81.32033008252063,90.783424
88.17204301075267,87.567055
92.01225468430869,86.7694
93.9857465670085,86.026566
94.93690413748418,87.55555
95.4462859974671,87.55555
