O,N,B,S,P,SSA,PV,RMIC,Dap,ID/IG,M,Anion,CC,AML,PW,CD,Cs
6.75,2.16,1.16,0.0,0.0,2363.18,1.33,0.39849624060150374,2.25,0.79,1,SO4,stainless-steel mesh,1.0,1.6,1.0,99.2
6.75,2.16,1.16,0.0,0.0,2363.18,1.33,0.39849624060150374,2.25,0.79,1,SO4,stainless-steel mesh,1.0,1.6,2.0,92.6
6.75,2.16,1.16,0.0,0.0,2363.18,1.33,0.39849624060150374,2.25,0.79,1,SO4,stainless-steel mesh,1.0,1.6,5.0,86.7
6.75,2.16,1.16,0.0,0.0,2363.18,1.33,0.39849624060150374,2.25,0.79,1,SO4,stainless-steel mesh,1.0,1.6,8.0,83.9
6.75,2.16,1.16,0.0,0.0,2363.18,1.33,0.39849624060150374,2.25,0.79,1,SO4,stainless-steel mesh,1.0,1.6,10.0,82.0
10.36,3.74,1.11,0.0,0.0,803.95,0.53,0.660377358490566,2.65,0.75,1,SO4,stainless-steel mesh,1.0,1.6,0.2,144.6
10.36,3.74,1.11,0.0,0.0,803.95,0.53,0.660377358490566,2.65,0.75,1,SO4,stainless-steel mesh,1.0,1.6,0.5,122.9
10.36,3.74,1.11,0.0,0.0,803.95,0.53,0.660377358490566,2.65,0.75,1,SO4,stainless-steel mesh,1.0,1.6,0.8,112.8
10.36,3.74,1.11,0.0,0.0,803.95,0.53,0.660377358490566,2.65,0.75,1,SO4,stainless-steel mesh,1.0,1.6,1.0,107.1
10.36,3.74,1.11,0.0,0.0,803.95,0.53,0.660377358490566,2.65,0.75,1,SO4,stainless-steel mesh,1.0,1.6,2.0,96.7
10.36,3.74,1.11,0.0,0.0,803.95,0.53,0.660377358490566,2.65,0.75,1,SO4,stainless-steel mesh,1.0,1.6,5.0,85.6
10.36,3.74,1.11,0.0,0.0,803.95,0.53,0.660377358490566,2.65,0.75,1,SO4,stainless-steel mesh,1.0,1.6,8.0,77.1
10.36,3.74,1.11,0.0,0.0,803.95,0.53,0.660377358490566,2.65,0.75,1,SO4,stainless-steel mesh,1.0,1.6,10.0,73.1
6.89,1.57,1.05,0.0,0.0,1678.38,1.04,0.5192307692307693,2.4785805359930406,0.82,1,SO4,stainless-steel mesh,1.0,1.6,0.2,185.3
6.89,1.57,1.05,0.0,0.0,1678.38,1.04,0.5192307692307693,2.4785805359930406,0.82,1,SO4,stainless-steel mesh,1.0,1.6,0.5,134.8
6.89,1.57,1.05,0.0,0.0,1678.38,1.04,0.5192307692307693,2.4785805359930406,0.82,1,SO4,stainless-steel mesh,1.0,1.6,0.8,125.0
6.89,1.57,1.05,0.0,0.0,1678.38,1.04,0.5192307692307693,2.4785805359930406,0.82,1,SO4,stainless-steel mesh,1.0,1.6,1.0,119.7
6.89,1.57,1.05,0.0,0.0,1678.38,1.04,0.5192307692307693,2.4785805359930406,0.82,1,SO4,stainless-steel mesh,1.0,1.6,2.0,111.3
6.89,1.57,1.05,0.0,0.0,1678.38,1.04,0.5192307692307693,2.4785805359930406,0.82,1,SO4,stainless-steel mesh,1.0,1.6,5.0,101.5
6.89,1.57,1.05,0.0,0.0,1678.38,1.04,0.5192307692307693,2.4785805359930406,0.82,1,SO4,stainless-steel mesh,1.0,1.6,8.0,98.6
6.89,1.57,1.05,0.0,0.0,1678.38,1.04,0.5192307692307693,2.4785805359930406,0.82,1,SO4,stainless-steel mesh,1.0,1.6,10.0,95.2
5.49,2.86,1.36,0.0,0.0,1590.46,1.32,0.06060606060606061,3.33,0.71,1,SO4,stainless-steel mesh,1.0,1.6,0.2,84.0
5.49,2.86,1.36,0.0,0.0,1590.46,1.32,0.06060606060606061,3.33,0.71,1,SO4,stainless-steel mesh,1.0,1.6,0.5,69.1
5.49,2.86,1.36,0.0,0.0,1590.46,1.32,0.06060606060606061,3.33,0.71,1,SO4,stainless-steel mesh,1.0,1.6,0.8,64.9
5.49,2.86,1.36,0.0,0.0,1590.46,1.32,0.06060606060606061,3.33,0.71,1,SO4,stainless-steel mesh,1.0,1.6,1.0,63.0
5.49,2.86,1.36,0.0,0.0,1590.46,1.32,0.06060606060606061,3.33,0.71,1,SO4,stainless-steel mesh,1.0,1.6,2.0,58.8
5.49,2.86,1.36,0.0,0.0,1590.46,1.32,0.06060606060606061,3.33,0.71,1,SO4,stainless-steel mesh,1.0,1.6,5.0,56.9
5.49,2.86,1.36,0.0,0.0,1590.46,1.32,0.06060606060606061,3.33,0.71,1,SO4,stainless-steel mesh,1.0,1.6,8.0,55.1
5.49,2.86,1.36,0.0,0.0,1590.46,1.32,0.06060606060606061,3.33,0.71,1,SO4,stainless-steel mesh,1.0,1.6,10.0,53.2
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.09947491248541425,4.215704359589251,1.02,1,OTf,stainless-steel mesh,1.0,1.6,0.3,98.2
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.09947491248541425,4.215704359589251,1.02,1,OTf,stainless-steel mesh,1.0,1.6,0.5,94.2
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.09947491248541425,4.215704359589251,1.02,1,OTf,stainless-steel mesh,1.0,1.6,1.0,89.5
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.09947491248541425,4.215704359589251,1.02,1,OTf,stainless-steel mesh,1.0,1.6,3.0,80.1
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.09947491248541425,4.215704359589251,1.02,1,OTf,stainless-steel mesh,1.0,1.6,5.0,76.2
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.09947491248541425,4.215704359589251,1.02,1,OTf,stainless-steel mesh,1.0,1.6,8.0,73.0
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.09947491248541425,4.215704359589251,1.02,1,OTf,stainless-steel mesh,1.0,1.6,10.0,67.9
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.09947491248541425,4.215704359589251,1.02,1,OTf,stainless-steel mesh,1.0,1.6,20.0,61.2
3.37,0.0,0.0,0.0,0.0,3252.6,3.428,0.09947491248541425,4.215704359589251,1.02,1,OTf,stainless-steel mesh,1.0,1.6,30.0,56.4
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646019797,1.11,1,OTf,stainless-steel mesh,1.0,1.6,0.3,111.6
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646019797,1.11,1,OTf,stainless-steel mesh,1.0,1.6,0.5,105.1
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646019797,1.11,1,OTf,stainless-steel mesh,1.0,1.6,1.0,102.0
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646019797,1.11,1,OTf,stainless-steel mesh,1.0,1.6,3.0,96.6
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646019797,1.11,1,OTf,stainless-steel mesh,1.0,1.6,5.0,92.4
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646019797,1.11,1,OTf,stainless-steel mesh,1.0,1.6,8.0,90.0
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646019797,1.11,1,OTf,stainless-steel mesh,1.0,1.6,10.0,88.5
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646019797,1.11,1,OTf,stainless-steel mesh,1.0,1.6,20.0,79.9
2.75,0.95,0.0,0.0,0.0,1687.1,1.75,0.092,4.149131646019797,1.11,1,OTf,stainless-steel mesh,1.0,1.6,30.0,72.4
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.09506531204644414,4.729503625209147,1.24,1,OTf,stainless-steel mesh,1.0,1.6,0.3,125.3
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.09506531204644414,4.729503625209147,1.24,1,OTf,stainless-steel mesh,1.0,1.6,0.5,117.3
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.09506531204644414,4.729503625209147,1.24,1,OTf,stainless-steel mesh,1.0,1.6,1.0,115.3
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.09506531204644414,4.729503625209147,1.24,1,OTf,stainless-steel mesh,1.0,1.6,3.0,105.9
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.09506531204644414,4.729503625209147,1.24,1,OTf,stainless-steel mesh,1.0,1.6,5.0,99.8
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.09506531204644414,4.729503625209147,1.24,1,OTf,stainless-steel mesh,1.0,1.6,8.0,97.5
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.09506531204644414,4.729503625209147,1.24,1,OTf,stainless-steel mesh,1.0,1.6,10.0,94.5
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.09506531204644414,4.729503625209147,1.24,1,OTf,stainless-steel mesh,1.0,1.6,20.0,88.9
1.91,2.99,0.0,0.0,0.0,2330.9,2.756,0.09506531204644414,4.729503625209147,1.24,1,OTf,stainless-steel mesh,1.0,1.6,30.0,83.1
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.1119942196531792,4.2022164870198875,1.05,1,OTf,stainless-steel mesh,1.0,1.6,0.3,107.6
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.1119942196531792,4.2022164870198875,1.05,1,OTf,stainless-steel mesh,1.0,1.6,0.5,103.0
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.1119942196531792,4.2022164870198875,1.05,1,OTf,stainless-steel mesh,1.0,1.6,1.0,99.7
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.1119942196531792,4.2022164870198875,1.05,1,OTf,stainless-steel mesh,1.0,1.6,3.0,91.6
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.1119942196531792,4.2022164870198875,1.05,1,OTf,stainless-steel mesh,1.0,1.6,5.0,88.7
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.1119942196531792,4.2022164870198875,1.05,1,OTf,stainless-steel mesh,1.0,1.6,8.0,82.4
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.1119942196531792,4.2022164870198875,1.05,1,OTf,stainless-steel mesh,1.0,1.6,10.0,79.6
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.1119942196531792,4.2022164870198875,1.05,1,OTf,stainless-steel mesh,1.0,1.6,20.0,71.9
1.9,1.3,0.0,0.0,0.0,1317.4,1.384,0.1119942196531792,4.2022164870198875,1.05,1,OTf,stainless-steel mesh,1.0,1.6,30.0,63.1
9.92,0.0,0.0,0.0,0.0,1667.33,1.23,0.5284552845528455,2.9508255714225737,1.1,2,SO4,stainless-steel mesh,1.5,1.6,0.5,101.2
9.92,0.0,0.0,0.0,0.0,1667.33,1.23,0.5284552845528455,2.9508255714225737,1.1,2,SO4,stainless-steel mesh,1.5,1.6,1.0,92.4
9.92,0.0,0.0,0.0,0.0,1667.33,1.23,0.5284552845528455,2.9508255714225737,1.1,2,SO4,stainless-steel mesh,1.5,1.6,2.0,84.3
9.92,0.0,0.0,0.0,0.0,1667.33,1.23,0.5284552845528455,2.9508255714225737,1.1,2,SO4,stainless-steel mesh,1.5,1.6,3.0,79.8
9.92,0.0,0.0,0.0,0.0,1667.33,1.23,0.5284552845528455,2.9508255714225737,1.1,2,SO4,stainless-steel mesh,1.5,1.6,4.0,77.2
9.92,0.0,0.0,0.0,0.0,1667.33,1.23,0.5284552845528455,2.9508255714225737,1.1,2,SO4,stainless-steel mesh,1.5,1.6,5.0,75.8
9.92,0.0,0.0,0.0,0.0,1667.33,1.23,0.5284552845528455,2.9508255714225737,1.1,2,SO4,stainless-steel mesh,1.5,1.6,10.0,68.2
9.92,0.0,0.0,0.0,0.0,1667.33,1.23,0.5284552845528455,2.9508255714225737,1.1,2,SO4,stainless-steel mesh,1.5,1.6,20.0,61.0
9.53,0.0,0.0,2.59,0.0,1886.8,1.23,0.5609756097560975,2.6075895696417213,1.13,2,SO4,stainless-steel mesh,1.5,1.6,0.5,113.3
9.53,0.0,0.0,2.59,0.0,1886.8,1.23,0.5609756097560975,2.6075895696417213,1.13,2,SO4,stainless-steel mesh,1.5,1.6,1.0,104.9
9.53,0.0,0.0,2.59,0.0,1886.8,1.23,0.5609756097560975,2.6075895696417213,1.13,2,SO4,stainless-steel mesh,1.5,1.6,2.0,97.5
9.53,0.0,0.0,2.59,0.0,1886.8,1.23,0.5609756097560975,2.6075895696417213,1.13,2,SO4,stainless-steel mesh,1.5,1.6,3.0,93.4
9.53,0.0,0.0,2.59,0.0,1886.8,1.23,0.5609756097560975,2.6075895696417213,1.13,2,SO4,stainless-steel mesh,1.5,1.6,4.0,89.9
9.53,0.0,0.0,2.59,0.0,1886.8,1.23,0.5609756097560975,2.6075895696417213,1.13,2,SO4,stainless-steel mesh,1.5,1.6,5.0,87.0
9.53,0.0,0.0,2.59,0.0,1886.8,1.23,0.5609756097560975,2.6075895696417213,1.13,2,SO4,stainless-steel mesh,1.5,1.6,10.0,78.5
9.53,0.0,0.0,2.59,0.0,1886.8,1.23,0.5609756097560975,2.6075895696417213,1.13,2,SO4,stainless-steel mesh,1.5,1.6,20.0,66.0
9.44,0.8,0.0,0.0,0.0,2295.25,1.63,0.5582822085889572,2.8406491667574336,1.18,2,SO4,stainless-steel mesh,1.5,1.6,0.5,114.1
9.44,0.8,0.0,0.0,0.0,2295.25,1.63,0.5582822085889572,2.8406491667574336,1.18,2,SO4,stainless-steel mesh,1.5,1.6,1.0,103.4
9.44,0.8,0.0,0.0,0.0,2295.25,1.63,0.5582822085889572,2.8406491667574336,1.18,2,SO4,stainless-steel mesh,1.5,1.6,2.0,94.5
9.44,0.8,0.0,0.0,0.0,2295.25,1.63,0.5582822085889572,2.8406491667574336,1.18,2,SO4,stainless-steel mesh,1.5,1.6,3.0,90.0
9.44,0.8,0.0,0.0,0.0,2295.25,1.63,0.5582822085889572,2.8406491667574336,1.18,2,SO4,stainless-steel mesh,1.5,1.6,4.0,86.4
9.44,0.8,0.0,0.0,0.0,2295.25,1.63,0.5582822085889572,2.8406491667574336,1.18,2,SO4,stainless-steel mesh,1.5,1.6,5.0,84.0
9.44,0.8,0.0,0.0,0.0,2295.25,1.63,0.5582822085889572,2.8406491667574336,1.18,2,SO4,stainless-steel mesh,1.5,1.6,10.0,74.4
9.44,0.8,0.0,0.0,0.0,2295.25,1.63,0.5582822085889572,2.8406491667574336,1.18,2,SO4,stainless-steel mesh,1.5,1.6,20.0,62.2
9.05,1.32,0.0,1.67,0.0,2773.02,1.91,0.5759162303664922,2.7551189677679933,1.19,2,SO4,stainless-steel mesh,1.5,1.6,0.5,135.0
9.05,1.32,0.0,1.67,0.0,2773.02,1.91,0.5759162303664922,2.7551189677679933,1.19,2,SO4,stainless-steel mesh,1.5,1.6,1.0,120.8
9.05,1.32,0.0,1.67,0.0,2773.02,1.91,0.5759162303664922,2.7551189677679933,1.19,2,SO4,stainless-steel mesh,1.5,1.6,2.0,106.0
9.05,1.32,0.0,1.67,0.0,2773.02,1.91,0.5759162303664922,2.7551189677679933,1.19,2,SO4,stainless-steel mesh,1.5,1.6,3.0,100.5
9.05,1.32,0.0,1.67,0.0,2773.02,1.91,0.5759162303664922,2.7551189677679933,1.19,2,SO4,stainless-steel mesh,1.5,1.6,4.0,97.1
9.05,1.32,0.0,1.67,0.0,2773.02,1.91,0.5759162303664922,2.7551189677679933,1.19,2,SO4,stainless-steel mesh,1.5,1.6,5.0,95.0
9.05,1.32,0.0,1.67,0.0,2773.02,1.91,0.5759162303664922,2.7551189677679933,1.19,2,SO4,stainless-steel mesh,1.5,1.6,10.0,88.8
9.05,1.32,0.0,1.67,0.0,2773.02,1.91,0.5759162303664922,2.7551189677679933,1.19,2,SO4,stainless-steel mesh,1.5,1.6,20.0,81.6
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.5972222222222222,4.298507462686567,1.89,3,OTf,stainless-steel mesh,1.5,1.7,0.1,122.4
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.5972222222222222,4.298507462686567,1.89,3,OTf,stainless-steel mesh,1.5,1.7,0.2,92.4
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.5972222222222222,4.298507462686567,1.89,3,OTf,stainless-steel mesh,1.5,1.7,0.5,79.7
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.5972222222222222,4.298507462686567,1.89,3,OTf,stainless-steel mesh,1.5,1.7,1.0,72.7
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.5972222222222222,4.298507462686567,1.89,3,OTf,stainless-steel mesh,1.5,1.7,2.0,68.4
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.5972222222222222,4.298507462686567,1.89,3,OTf,stainless-steel mesh,1.5,1.7,5.0,61.1
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.5972222222222222,4.298507462686567,1.89,3,OTf,stainless-steel mesh,1.5,1.7,10.0,55.7
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.5972222222222222,4.298507462686567,1.89,3,OTf,stainless-steel mesh,1.5,1.7,20.0,49.1
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.5972222222222222,4.298507462686567,1.89,3,OTf,stainless-steel mesh,1.5,1.7,40.0,43.7
9.71,5.41,0.0,0.0,0.0,670.0,0.72,0.5972222222222222,4.298507462686567,1.89,3,OTf,stainless-steel mesh,1.5,1.7,50.0,42.2
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.5769230769230769,3.5115362971299944,2.0,3,OTf,stainless-steel mesh,1.5,1.7,0.1,153.4
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.5769230769230769,3.5115362971299944,2.0,3,OTf,stainless-steel mesh,1.5,1.7,0.2,117.6
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.5769230769230769,3.5115362971299944,2.0,3,OTf,stainless-steel mesh,1.5,1.7,0.5,101.3
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.5769230769230769,3.5115362971299944,2.0,3,OTf,stainless-steel mesh,1.5,1.7,1.0,93.9
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.5769230769230769,3.5115362971299944,2.0,3,OTf,stainless-steel mesh,1.5,1.7,2.0,90.1
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.5769230769230769,3.5115362971299944,2.0,3,OTf,stainless-steel mesh,1.5,1.7,5.0,83.1
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.5769230769230769,3.5115362971299944,2.0,3,OTf,stainless-steel mesh,1.5,1.7,10.0,77.7
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.5769230769230769,3.5115362971299944,2.0,3,OTf,stainless-steel mesh,1.5,1.7,20.0,72.3
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.5769230769230769,3.5115362971299944,2.0,3,OTf,stainless-steel mesh,1.5,1.7,40.0,66.9
7.21,3.67,0.0,0.0,0.0,1777.0,1.56,0.5769230769230769,3.5115362971299944,2.0,3,OTf,stainless-steel mesh,1.5,1.7,50.0,64.2
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.4377880184331797,3.45679012345679,2.07,3,OTf,stainless-steel mesh,1.5,1.7,0.1,191.4
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.4377880184331797,3.45679012345679,2.07,3,OTf,stainless-steel mesh,1.5,1.7,0.2,167.7
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.4377880184331797,3.45679012345679,2.07,3,OTf,stainless-steel mesh,1.5,1.7,0.5,149.1
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.4377880184331797,3.45679012345679,2.07,3,OTf,stainless-steel mesh,1.5,1.7,1.0,138.4
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.4377880184331797,3.45679012345679,2.07,3,OTf,stainless-steel mesh,1.5,1.7,2.0,130.8
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.4377880184331797,3.45679012345679,2.07,3,OTf,stainless-steel mesh,1.5,1.7,5.0,123.6
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.4377880184331797,3.45679012345679,2.07,3,OTf,stainless-steel mesh,1.5,1.7,10.0,116.7
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.4377880184331797,3.45679012345679,2.07,3,OTf,stainless-steel mesh,1.5,1.7,20.0,113.8
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.4377880184331797,3.45679012345679,2.07,3,OTf,stainless-steel mesh,1.5,1.7,40.0,105.6
8.35,2.41,0.0,0.0,0.0,2511.0,2.17,0.4377880184331797,3.45679012345679,2.07,3,OTf,stainless-steel mesh,1.5,1.7,50.0,99.9
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.37850467289719625,3.637909052273693,2.18,3,OTf,stainless-steel mesh,1.5,1.7,0.1,158.6
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.37850467289719625,3.637909052273693,2.18,3,OTf,stainless-steel mesh,1.5,1.7,0.2,127.2
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.37850467289719625,3.637909052273693,2.18,3,OTf,stainless-steel mesh,1.5,1.7,0.5,112.1
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.37850467289719625,3.637909052273693,2.18,3,OTf,stainless-steel mesh,1.5,1.7,1.0,104.0
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.37850467289719625,3.637909052273693,2.18,3,OTf,stainless-steel mesh,1.5,1.7,2.0,99.3
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.37850467289719625,3.637909052273693,2.18,3,OTf,stainless-steel mesh,1.5,1.7,5.0,91.6
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.37850467289719625,3.637909052273693,2.18,3,OTf,stainless-steel mesh,1.5,1.7,10.0,86.2
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.37850467289719625,3.637909052273693,2.18,3,OTf,stainless-steel mesh,1.5,1.7,20.0,81.6
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.37850467289719625,3.637909052273693,2.18,3,OTf,stainless-steel mesh,1.5,1.7,40.0,76.1
6.98,2.3,0.0,0.0,0.0,2353.0,2.14,0.37850467289719625,3.637909052273693,2.18,3,OTf,stainless-steel mesh,1.5,1.7,50.0,73.9
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.5574712643678161,2.217125382262997,1.02,2,SO4,graphite paper,1.0,1.6,0.1,189.4
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.5574712643678161,2.217125382262997,1.02,2,SO4,graphite paper,1.0,1.6,0.2,155.0
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.5574712643678161,2.217125382262997,1.02,2,SO4,graphite paper,1.0,1.6,0.5,136.6
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.5574712643678161,2.217125382262997,1.02,2,SO4,graphite paper,1.0,1.6,1.0,126.1
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.5574712643678161,2.217125382262997,1.02,2,SO4,graphite paper,1.0,1.6,2.0,117.1
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.5574712643678161,2.217125382262997,1.02,2,SO4,graphite paper,1.0,1.6,3.0,112.5
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.5574712643678161,2.217125382262997,1.02,2,SO4,graphite paper,1.0,1.6,4.0,109.3
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.5574712643678161,2.217125382262997,1.02,2,SO4,graphite paper,1.0,1.6,5.0,106.7
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.5574712643678161,2.217125382262997,1.02,2,SO4,graphite paper,1.0,1.6,7.0,103.6
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.5574712643678161,2.217125382262997,1.02,2,SO4,graphite paper,1.0,1.6,10.0,100.0
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.5574712643678161,2.217125382262997,1.02,2,SO4,graphite paper,1.0,1.6,14.0,97.2
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.5574712643678161,2.217125382262997,1.02,2,SO4,graphite paper,1.0,1.6,20.0,94.2
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.5574712643678161,2.217125382262997,1.02,2,SO4,graphite paper,1.0,1.6,50.0,84.2
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.5574712643678161,2.217125382262997,1.02,2,SO4,graphite paper,1.0,1.6,70.0,66.9
15.55,2.61,0.0,0.0,0.0,3139.2,1.74,0.5574712643678161,2.217125382262997,1.02,2,SO4,graphite paper,1.0,1.6,100.0,59.4
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.4818652849740933,2.3938726782225803,0.94,2,SO4,graphite paper,1.0,1.6,0.1,225.3
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.4818652849740933,2.3938726782225803,0.94,2,SO4,graphite paper,1.0,1.6,0.2,196.8
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.4818652849740933,2.3938726782225803,0.94,2,SO4,graphite paper,1.0,1.6,0.5,174.3
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.4818652849740933,2.3938726782225803,0.94,2,SO4,graphite paper,1.0,1.6,1.0,161.1
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.4818652849740933,2.3938726782225803,0.94,2,SO4,graphite paper,1.0,1.6,2.0,150.8
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.4818652849740933,2.3938726782225803,0.94,2,SO4,graphite paper,1.0,1.6,3.0,144.4
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.4818652849740933,2.3938726782225803,0.94,2,SO4,graphite paper,1.0,1.6,4.0,141.2
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.4818652849740933,2.3938726782225803,0.94,2,SO4,graphite paper,1.0,1.6,5.0,138.6
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.4818652849740933,2.3938726782225803,0.94,2,SO4,graphite paper,1.0,1.6,7.0,134.0
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.4818652849740933,2.3938726782225803,0.94,2,SO4,graphite paper,1.0,1.6,10.0,129.3
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.4818652849740933,2.3938726782225803,0.94,2,SO4,graphite paper,1.0,1.6,14.0,124.5
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.4818652849740933,2.3938726782225803,0.94,2,SO4,graphite paper,1.0,1.6,20.0,118.7
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.4818652849740933,2.3938726782225803,0.94,2,SO4,graphite paper,1.0,1.6,50.0,103.0
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.4818652849740933,2.3938726782225803,0.94,2,SO4,graphite paper,1.0,1.6,70.0,88.8
12.89,3.05,0.0,0.0,0.0,3224.9,1.93,0.4818652849740933,2.3938726782225803,0.94,2,SO4,graphite paper,1.0,1.6,100.0,73.8
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.5321637426900585,2.2851797407456904,0.91,2,SO4,graphite paper,1.0,1.6,0.1,193.0
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.5321637426900585,2.2851797407456904,0.91,2,SO4,graphite paper,1.0,1.6,0.2,160.1
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.5321637426900585,2.2851797407456904,0.91,2,SO4,graphite paper,1.0,1.6,0.5,141.2
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.5321637426900585,2.2851797407456904,0.91,2,SO4,graphite paper,1.0,1.6,1.0,129.3
10.45,2.44,0.0,0.0,0.0,2993.2,1.71,0.5321637426900585,2.2851797407456904,0.91,2,SO4,graphite paper,1.0,1.6,2.0,120.9
