SSA,RMIC,Partial Dependence
543.0,9.2,64.98309633321131
599.1020408163265,9.2,64.34908176920526
655.204081632653,9.2,64.58516042366163
711.3061224489795,9.2,62.873961969683464
767.4081632653061,9.2,55.61879115780258
823.5102040816327,9.2,60.85969471495309
879.6122448979592,9.2,72.27968960140451
935.7142857142858,9.2,73.00888175400803
991.8163265306123,9.2,73.11395284891526
1047.9183673469388,9.2,83.00215157310772
1104.0204081632653,9.2,82.46204468305422
1160.1224489795918,9.2,81.83227746269209
1216.2244897959183,9.2,68.53029036771645
1272.3265306122448,9.2,68.5020846204498
1328.4285714285716,9.2,71.66605454047435
1384.5306122448978,9.2,71.73708240753123
1440.6326530612246,9.2,71.3140969497234
1496.7346938775509,9.2,71.15379719261566
1552.8367346938776,9.2,72.29770142739564
1608.938775510204,9.2,72.29770142739564
1665.0408163265306,9.2,74.58020777185844
1721.142857142857,9.2,79.66251642637909
1777.2448979591836,9.2,80.98973805666488
1833.3469387755101,9.2,82.4511550984071
1889.4489795918366,9.2,79.68919372488321
1945.5510204081631,9.2,79.64098913299563
2001.6530612244896,9.2,79.64098913299563
2057.7551020408164,9.2,79.64098913299563
2113.857142857143,9.2,79.64098913299563
2169.9591836734694,9.2,79.64098913299563
2226.0612244897957,9.2,78.99228063779232
2282.1632653061224,9.2,78.56538099624777
2338.265306122449,9.2,76.73930453539704
2394.3673469387754,9.2,80.81305307403329
2450.4693877551017,9.2,80.82620772924393
2506.5714285714284,9.2,80.15838983268549
2562.673469387755,9.2,80.15838983268549
2618.7755102040815,9.2,79.34229787844431
2674.877551020408,9.2,79.34229787844431
2730.9795918367345,9.2,80.13166105136447
2787.081632653061,9.2,80.13166105136447
2843.1836734693875,9.2,80.13166105136447
2899.285714285714,9.2,80.35504107663282
2955.387755102041,9.2,80.35504107663282
3011.4897959183672,9.2,80.35504107663282
3067.591836734694,9.2,80.80634739845551
3123.6938775510203,9.2,80.80634739845551
3179.795918367347,9.2,79.15345162055286
3235.8979591836733,9.2,81.47168522398798
3292.0,9.2,82.32536362922143
543.0,10.811673469387754,77.51190619665026
599.1020408163265,10.811673469387754,76.87789163264421
655.204081632653,10.811673469387754,77.11840761475261
711.3061224489795,10.811673469387754,75.40720916077446
767.4081632653061,10.811673469387754,68.13780527768905
823.5102040816327,10.811673469387754,73.37870883483956
879.6122448979592,10.811673469387754,84.798703721291
935.7142857142858,10.811673469387754,85.53835094821248
991.8163265306123,10.811673469387754,85.64342204311967
1047.9183673469388,10.811673469387754,95.53162076731215
1104.0204081632653,10.811673469387754,94.99151387725863
1160.1224489795918,10.811673469387754,94.3617466568965
1216.2244897959183,10.811673469387754,81.05975956192087
1272.3265306122448,10.811673469387754,81.03155381465425
1328.4285714285716,10.811673469387754,84.19552373467876
1384.5306122448978,10.811673469387754,84.26655160173566
1440.6326530612246,10.811673469387754,83.84356614392783
1496.7346938775509,10.811673469387754,83.71085881446011
1552.8367346938776,10.811673469387754,84.85770622389028
1608.938775510204,10.811673469387754,84.85770622389028
1665.0408163265306,10.811673469387754,87.14021256835308
1721.142857142857,10.811673469387754,92.15451091978314
1777.2448979591836,10.811673469387754,93.48173255006893
1833.3469387755101,10.811673469387754,94.94314959181115
1889.4489795918366,10.811673469387754,92.18118821828728
1945.5510204081631,10.811673469387754,92.13298362639968
2001.6530612244896,10.811673469387754,92.13298362639968
2057.7551020408164,10.811673469387754,92.13298362639968
2113.857142857143,10.811673469387754,92.13298362639968
2169.9591836734694,10.811673469387754,92.13298362639968
2226.0612244897957,10.811673469387754,91.48427513119638
2282.1632653061224,10.811673469387754,91.05737548965183
2338.265306122449,10.811673469387754,89.32451011546172
2394.3673469387754,10.811673469387754,93.39825865409794
2450.4693877551017,10.811673469387754,93.39927405851012
2506.5714285714284,10.811673469387754,92.73145616195167
2562.673469387755,10.811673469387754,92.73145616195167
2618.7755102040815,10.811673469387754,91.89694255555376
2674.877551020408,10.811673469387754,91.89694255555376
2730.9795918367345,10.811673469387754,92.68630572847393
2787.081632653061,10.811673469387754,92.68630572847393
2843.1836734693875,10.811673469387754,92.68630572847393
2899.285714285714,10.811673469387754,92.90968575374227
2955.387755102041,10.811673469387754,92.90968575374227
3011.4897959183672,10.811673469387754,92.90968575374227
3067.591836734694,10.811673469387754,93.3631809835272
3123.6938775510203,10.811673469387754,93.3631809835272
3179.795918367347,10.811673469387754,91.77796758167291
3235.8979591836733,10.811673469387754,94.09620118510804
3292.0,10.811673469387754,94.94987959034148
543.0,12.42334693877551,78.15442970616373
599.1020408163265,12.42334693877551,77.52041514215766
655.204081632653,12.42334693877551,77.7609311242661
711.3061224489795,12.42334693877551,76.04973267028792
767.4081632653061,12.42334693877551,68.78032878720252
823.5102040816327,12.42334693877551,74.02123234435304
879.6122448979592,12.42334693877551,85.44122723080449
935.7142857142858,12.42334693877551,86.18749389234661
991.8163265306123,12.42334693877551,86.29256498725381
1047.9183673469388,12.42334693877551,96.1807637114463
1104.0204081632653,12.42334693877551,95.64065682139278
1160.1224489795918,12.42334693877551,95.01088960103064
1216.2244897959183,12.42334693877551,81.70890250605501
1272.3265306122448,12.42334693877551,81.68069675878837
1328.4285714285716,12.42334693877551,84.8446666788129
1384.5306122448978,12.42334693877551,84.9156945458698
1440.6326530612246,12.42334693877551,84.49270908806196
1496.7346938775509,12.42334693877551,84.36000175859424
1552.8367346938776,12.42334693877551,85.50022973340378
1608.938775510204,12.42334693877551,85.50022973340378
1665.0408163265306,12.42334693877551,87.78273607786657
1721.142857142857,12.42334693877551,92.80442437827716
1777.2448979591836,12.42334693877551,94.13164600856295
1833.3469387755101,12.42334693877551,95.59306305030516
1889.4489795918366,12.42334693877551,92.83110167678129
1945.5510204081631,12.42334693877551,92.78289708489369
2001.6530612244896,12.42334693877551,92.78289708489369
2057.7551020408164,12.42334693877551,92.78289708489369
2113.857142857143,12.42334693877551,92.78289708489369
2169.9591836734694,12.42334693877551,92.78289708489369
2226.0612244897957,12.42334693877551,92.13418858969038
2282.1632653061224,12.42334693877551,91.70728894814584
2338.265306122449,12.42334693877551,89.97103429158561
2394.3673469387754,12.42334693877551,94.03731939877908
2450.4693877551017,12.42334693877551,94.03833480319125
2506.5714285714284,12.42334693877551,93.3705169066328
2562.673469387755,12.42334693877551,93.3705169066328
2618.7755102040815,12.42334693877551,92.53600330023491
2674.877551020408,12.42334693877551,92.53600330023491
2730.9795918367345,12.42334693877551,93.32536647315506
2787.081632653061,12.42334693877551,93.32536647315506
2843.1836734693875,12.42334693877551,93.32536647315506
2899.285714285714,12.42334693877551,93.54874649842341
2955.387755102041,12.42334693877551,93.54874649842341
3011.4897959183672,12.42334693877551,93.54874649842341
3067.591836734694,12.42334693877551,94.00224172820833
3123.6938775510203,12.42334693877551,94.00224172820833
3179.795918367347,12.42334693877551,92.27099098792979
3235.8979591836733,12.42334693877551,94.58922459136492
3292.0,12.42334693877551,95.44290299659836
543.0,14.035020408163264,78.26252558939939
599.1020408163265,14.035020408163264,77.62485453223466
655.204081632653,14.035020408163264,77.85648746193347
711.3061224489795,14.035020408163264,76.1452890079553
767.4081632653061,14.035020408163264,68.87588512486991
823.5102040816327,14.035020408163264,74.11678868202041
879.6122448979592,14.035020408163264,85.53678356847185
935.7142857142858,14.035020408163264,86.28305023001398
991.8163265306123,14.035020408163264,86.42392810816108
1047.9183673469388,14.035020408163264,96.31212683235356
1104.0204081632653,14.035020408163264,95.77201994230003
1160.1224489795918,14.035020408163264,95.14225272193792
1216.2244897959183,14.035020408163264,81.84026562696226
1272.3265306122448,14.035020408163264,81.81205987969564
1328.4285714285716,14.035020408163264,84.97602979972017
1384.5306122448978,14.035020408163264,85.04705766677706
1440.6326530612246,14.035020408163264,84.62407220896922
1496.7346938775509,14.035020408163264,84.49502137266016
1552.8367346938776,14.035020408163264,85.63524934746968
1608.938775510204,14.035020408163264,85.63524934746968
1665.0408163265306,14.035020408163264,87.91775569193248
1721.142857142857,14.035020408163264,92.93944399234307
1777.2448979591836,14.035020408163264,94.26666562262886
1833.3469387755101,14.035020408163264,95.72808266437109
1889.4489795918366,14.035020408163264,92.96612129084721
1945.5510204081631,14.035020408163264,92.91791669895962
2001.6530612244896,14.035020408163264,92.91791669895962
2057.7551020408164,14.035020408163264,92.91791669895962
2113.857142857143,14.035020408163264,92.91791669895962
2169.9591836734694,14.035020408163264,92.91791669895962
2226.0612244897957,14.035020408163264,92.2692082037563
2282.1632653061224,14.035020408163264,91.84230856221177
2338.265306122449,14.035020408163264,90.10605390565154
2394.3673469387754,14.035020408163264,94.17233901284501
2450.4693877551017,14.035020408163264,94.17335441725717
2506.5714285714284,14.035020408163264,93.50553652069873
2562.673469387755,14.035020408163264,93.50553652069873
2618.7755102040815,14.035020408163264,92.67102291430083
2674.877551020408,14.035020408163264,92.67102291430083
2730.9795918367345,14.035020408163264,93.460386087221
2787.081632653061,14.035020408163264,93.460386087221
2843.1836734693875,14.035020408163264,93.460386087221
2899.285714285714,14.035020408163264,93.68376611248934
2955.387755102041,14.035020408163264,93.68376611248934
3011.4897959183672,14.035020408163264,93.68376611248934
3067.591836734694,14.035020408163264,94.13726134227424
3123.6938775510203,14.035020408163264,94.13726134227424
3179.795918367347,14.035020408163264,92.40601060199573
3235.8979591836733,14.035020408163264,94.72604538345146
3292.0,14.035020408163264,95.57972378868489
