O,N,Partial Dependence
2.75,0.0,87.02850514637248
3.045183673469384,0.0,87.02850514637248
3.340367346938768,0.0,84.69446120206477
3.635551020408152,0.0,84.0393030659357
3.930734693877536,0.0,84.01616602293072
4.22591836734692,0.0,84.19222668481068
4.521102040816304,0.0,77.78709337192339
4.816285714285687,0.0,80.10952900753334
5.111469387755072,0.0,80.94459303059683
5.406653061224455,0.0,81.44704521293357
5.70183673469384,0.0,81.09913600680825
5.997020408163223,0.0,81.60083744701916
6.292204081632607,0.0,79.75248079154893
6.587387755101991,0.0,80.04884171921685
6.882571428571375,0.0,81.00957029821127
7.177755102040759,0.0,79.56909588047928
7.472938775510143,0.0,80.38402211976236
7.768122448979527,0.0,78.5768530546725
8.06330612244891,0.0,80.65348129975129
8.358489795918295,0.0,79.06345692221416
8.65367346938768,0.0,78.50943109067171
8.948857142857063,0.0,78.50943109067171
9.244040816326446,0.0,80.24062896579458
9.539224489795831,0.0,79.80508434607745
9.834408163265214,0.0,78.64926878714493
10.129591836734598,0.0,78.0564831948277
10.424775510203983,0.0,78.28269817012401
10.719959183673367,0.0,78.40493480258472
11.01514285714275,0.0,78.97522102464035
11.310326530612135,0.0,78.95399951365555
11.605510204081519,0.0,78.91277327450442
11.900693877550903,0.0,80.96853898702199
12.195877551020287,0.0,80.98983902798805
12.49106122448967,0.0,81.0808830786027
12.786244897959055,0.0,81.0808830786027
13.081428571428438,0.0,81.0808830786027
13.376612244897823,0.0,81.0808830786027
13.671795918367206,0.0,80.12456026016028
13.96697959183659,0.0,80.12456026016028
14.262163265305974,0.0,74.90022120674416
14.557346938775359,0.0,74.90022120674416
14.852530612244742,0.0,74.93838286213
15.147714285714127,0.0,74.9739030021155
15.44289795918351,0.0,75.63694928019949
15.738081632652895,0.0,75.63694928019949
16.033265306122278,0.0,75.63694928019949
16.328448979591663,0.0,75.63694928019949
16.623632653061044,0.0,75.63694928019949
16.91881632653043,0.0,75.36225902668322
17.213999999999814,0.0,75.36225902668322
2.75,0.17775510204081635,87.5493034889735
3.045183673469384,0.17775510204081635,87.5493034889735
3.340367346938768,0.17775510204081635,85.2152595446658
3.635551020408152,0.17775510204081635,84.56010140853671
3.930734693877536,0.17775510204081635,84.53696436553173
4.22591836734692,0.17775510204081635,84.71302502741167
4.521102040816304,0.17775510204081635,78.3078917145244
4.816285714285687,0.17775510204081635,80.63032735013437
5.111469387755072,0.17775510204081635,81.46539137319786
5.406653061224455,0.17775510204081635,81.9678435555346
5.70183673469384,0.17775510204081635,81.61993434940925
5.997020408163223,0.17775510204081635,82.12163578962017
6.292204081632607,0.17775510204081635,80.27327913414996
6.587387755101991,0.17775510204081635,80.56964006181786
6.882571428571375,0.17775510204081635,81.53036864081228
7.177755102040759,0.17775510204081635,80.0898942230803
7.472938775510143,0.17775510204081635,80.90482046236339
7.768122448979527,0.17775510204081635,79.09765139727352
8.06330612244891,0.17775510204081635,81.17427964235232
8.358489795918295,0.17775510204081635,79.58425526481516
8.65367346938768,0.17775510204081635,79.03022943327275
8.948857142857063,0.17775510204081635,79.03022943327275
9.244040816326446,0.17775510204081635,80.76142730839561
9.539224489795831,0.17775510204081635,80.32588268867849
9.834408163265214,0.17775510204081635,79.17006712974597
10.129591836734598,0.17775510204081635,78.57728153742872
10.424775510203983,0.17775510204081635,78.803496512725
10.719959183673367,0.17775510204081635,78.92573314518573
11.01514285714275,0.17775510204081635,79.49601936724135
11.310326530612135,0.17775510204081635,79.47479785625654
11.605510204081519,0.17775510204081635,79.43357161710544
11.900693877550903,0.17775510204081635,81.489337329623
12.195877551020287,0.17775510204081635,81.51063737058908
12.49106122448967,0.17775510204081635,81.60168142120371
12.786244897959055,0.17775510204081635,81.60168142120371
13.081428571428438,0.17775510204081635,81.60168142120371
13.376612244897823,0.17775510204081635,81.60168142120371
13.671795918367206,0.17775510204081635,80.6453586027613
13.96697959183659,0.17775510204081635,80.6453586027613
14.262163265305974,0.17775510204081635,75.42101954934517
14.557346938775359,0.17775510204081635,75.42101954934517
14.852530612244742,0.17775510204081635,75.45918120473101
15.147714285714127,0.17775510204081635,75.4947013447165
15.44289795918351,0.17775510204081635,76.1577476228005
15.738081632652895,0.17775510204081635,76.1577476228005
16.033265306122278,0.17775510204081635,76.1577476228005
16.328448979591663,0.17775510204081635,76.1577476228005
16.623632653061044,0.17775510204081635,76.1577476228005
16.91881632653043,0.17775510204081635,75.88305736928423
17.213999999999814,0.17775510204081635,75.88305736928423
2.75,0.3555102040816327,87.5493034889735
3.045183673469384,0.3555102040816327,87.5493034889735
3.340367346938768,0.3555102040816327,85.2152595446658
3.635551020408152,0.3555102040816327,84.56010140853671
3.930734693877536,0.3555102040816327,84.53696436553173
4.22591836734692,0.3555102040816327,84.71302502741167
4.521102040816304,0.3555102040816327,78.3078917145244
4.816285714285687,0.3555102040816327,80.63032735013437
5.111469387755072,0.3555102040816327,81.46539137319786
5.406653061224455,0.3555102040816327,81.9678435555346
5.70183673469384,0.3555102040816327,81.61993434940925
5.997020408163223,0.3555102040816327,82.12163578962017
6.292204081632607,0.3555102040816327,80.27327913414996
6.587387755101991,0.3555102040816327,80.56964006181786
6.882571428571375,0.3555102040816327,81.53036864081228
7.177755102040759,0.3555102040816327,80.0898942230803
7.472938775510143,0.3555102040816327,80.90482046236339
7.768122448979527,0.3555102040816327,79.09765139727352
8.06330612244891,0.3555102040816327,81.17427964235232
8.358489795918295,0.3555102040816327,79.58425526481516
8.65367346938768,0.3555102040816327,79.03022943327275
8.948857142857063,0.3555102040816327,79.03022943327275
9.244040816326446,0.3555102040816327,80.76142730839561
9.539224489795831,0.3555102040816327,80.32588268867849
9.834408163265214,0.3555102040816327,79.17006712974597
10.129591836734598,0.3555102040816327,78.57728153742872
10.424775510203983,0.3555102040816327,78.803496512725
10.719959183673367,0.3555102040816327,78.92573314518573
11.01514285714275,0.3555102040816327,79.49601936724135
11.310326530612135,0.3555102040816327,79.47479785625654
11.605510204081519,0.3555102040816327,79.43357161710544
11.900693877550903,0.3555102040816327,81.489337329623
12.195877551020287,0.3555102040816327,81.51063737058908
12.49106122448967,0.3555102040816327,81.60168142120371
12.786244897959055,0.3555102040816327,81.60168142120371
13.081428571428438,0.3555102040816327,81.60168142120371
13.376612244897823,0.3555102040816327,81.60168142120371
13.671795918367206,0.3555102040816327,80.6453586027613
13.96697959183659,0.3555102040816327,80.6453586027613
14.262163265305974,0.3555102040816327,75.42101954934517
14.557346938775359,0.3555102040816327,75.42101954934517
14.852530612244742,0.3555102040816327,75.45918120473101
15.147714285714127,0.3555102040816327,75.4947013447165
15.44289795918351,0.3555102040816327,76.1577476228005
15.738081632652895,0.3555102040816327,76.1577476228005
16.033265306122278,0.3555102040816327,76.1577476228005
16.328448979591663,0.3555102040816327,76.1577476228005
16.623632653061044,0.3555102040816327,76.1577476228005
16.91881632653043,0.3555102040816327,75.88305736928423
17.213999999999814,0.3555102040816327,75.88305736928423
2.75,0.533265306122449,87.5493034889735
3.045183673469384,0.533265306122449,87.5493034889735
3.340367346938768,0.533265306122449,85.2152595446658
3.635551020408152,0.533265306122449,84.56010140853671
