O,IDIG,Partial Dependence
2.75,0.8400000000000001,97.58348756418204
3.045183673469384,0.8400000000000001,97.58348756418204
3.340367346938768,0.8400000000000001,95.46949431665918
3.635551020408152,0.8400000000000001,93.77333539823134
3.930734693877536,0.8400000000000001,94.08757851419078
4.22591836734692,0.8400000000000001,94.26363917607074
4.521102040816304,0.8400000000000001,91.44487715562565
4.816285714285687,0.8400000000000001,92.0289985037193
5.111469387755072,0.8400000000000001,92.19896793789762
5.406653061224455,0.8400000000000001,92.64112340633602
5.70183673469384,0.8400000000000001,92.25060563794503
5.997020408163223,0.8400000000000001,93.21346172829075
6.292204081632607,0.8400000000000001,91.23820577331578
6.587387755101991,0.8400000000000001,90.73382104836493
6.882571428571375,0.8400000000000001,91.67860537672821
7.177755102040759,0.8400000000000001,89.9464879321146
7.472938775510143,0.8400000000000001,91.01439067029244
7.768122448979527,0.8400000000000001,90.23292229154399
8.06330612244891,0.8400000000000001,91.00600913198255
8.358489795918295,0.8400000000000001,90.26658127032556
8.65367346938768,0.8400000000000001,90.13720074038196
8.948857142857063,0.8400000000000001,90.13720074038196
9.244040816326446,0.8400000000000001,91.53083195485783
9.539224489795831,0.8400000000000001,91.31177304099049
9.834408163265214,0.8400000000000001,90.41108760029208
10.129591836734598,0.8400000000000001,89.90203338704538
10.424775510203983,0.8400000000000001,89.99446690134062
10.719959183673367,0.8400000000000001,88.54086015008697
11.01514285714275,0.8400000000000001,89.04445149393614
11.310326530612135,0.8400000000000001,89.01851582163266
11.605510204081519,0.8400000000000001,88.93370085088635
11.900693877550903,0.8400000000000001,89.72582810107461
12.195877551020287,0.8400000000000001,89.72871280488181
12.49106122448967,0.8400000000000001,89.76363214180262
12.786244897959055,0.8400000000000001,89.76363214180262
13.081428571428438,0.8400000000000001,89.76363214180262
13.376612244897823,0.8400000000000001,89.76363214180262
13.671795918367206,0.8400000000000001,88.50162526532645
13.96697959183659,0.8400000000000001,88.50162526532645
14.262163265305974,0.8400000000000001,85.43873484265968
14.557346938775359,0.8400000000000001,85.43873484265968
14.852530612244742,0.8400000000000001,85.47449260908068
15.147714285714127,0.8400000000000001,85.50977877812961
15.44289795918351,0.8400000000000001,85.632552675858
15.738081632652895,0.8400000000000001,85.632552675858
16.033265306122278,0.8400000000000001,85.632552675858
16.328448979591663,0.8400000000000001,85.632552675858
16.623632653061044,0.8400000000000001,85.632552675858
16.91881632653043,0.8400000000000001,84.71829963792176
17.213999999999814,0.8400000000000001,84.71829963792176
2.75,0.879795918367347,98.82495799500497
3.045183673469384,0.879795918367347,98.82495799500497
3.340367346938768,0.879795918367347,97.03860875081718
3.635551020408152,0.879795918367347,95.34244983238932
3.930734693877536,0.879795918367347,95.65669294834875
4.22591836734692,0.879795918367347,95.83275361022872
4.521102040816304,0.879795918367347,93.01835696177857
4.816285714285687,0.879795918367347,93.60247830987221
5.111469387755072,0.879795918367347,93.77244774405051
5.406653061224455,0.879795918367347,94.21824690632563
