SSA,Dap,Partial Dependence
543.0,1.62,81.01322234504308
599.1020408163265,1.62,80.39552126113719
655.204081632653,1.62,80.51344799965698
711.3061224489795,1.62,78.73396755185684
767.4081632653061,1.62,71.46656719558423
823.5102040816327,1.62,76.8297061783055
879.6122448979592,1.62,88.32102295330559
935.7142857142858,1.62,89.00126941068356
991.8163265306123,1.62,89.89593543373007
1047.9183673469388,1.62,99.78403247242147
1104.0204081632653,1.62,99.24410047170396
1160.1224489795918,1.62,98.63298612359456
1216.2244897959183,1.62,85.14330439344954
1272.3265306122448,1.62,85.1209241218402
1328.4285714285716,1.62,87.53547918255671
1384.5306122448978,1.62,87.60500510645046
1440.6326530612246,1.62,87.48139430503464
1496.7346938775509,1.62,87.344912413713
1552.8367346938776,1.62,88.31444896975333
1608.938775510204,1.62,88.31444896975333
1665.0408163265306,1.62,87.93398655109692
1721.142857142857,1.62,92.88078699959972
1777.2448979591836,1.62,94.57795530862555
1833.3469387755101,1.62,96.0508554360657
1889.4489795918366,1.62,93.3410866956973
1945.5510204081631,1.62,93.2928821038097
2001.6530612244896,1.62,93.2928821038097
2057.7551020408164,1.62,93.2928821038097
2113.857142857143,1.62,93.2928821038097
2169.9591836734694,1.62,93.2928821038097
2226.0612244897957,1.62,92.62176297606443
2282.1632653061224,1.62,92.29008735894273
2338.265306122449,1.62,90.54309090506632
2394.3673469387754,1.62,95.3254234712583
2450.4693877551017,1.62,95.32649386611828
2506.5714285714284,1.62,94.6603166593992
2562.673469387755,1.62,94.6603166593992
2618.7755102040815,1.62,93.85847729090436
2674.877551020408,1.62,93.85847729090436
2730.9795918367345,1.62,94.64784046382452
2787.081632653061,1.62,94.64784046382452
2843.1836734693875,1.62,94.64784046382452
2899.285714285714,1.62,94.87176980428038
2955.387755102041,1.62,94.87176980428038
3011.4897959183672,1.62,94.87176980428038
3067.591836734694,1.62,95.3170557708985
3123.6938775510203,1.62,95.3170557708985
3179.795918367347,1.62,93.61157836476809
3235.8979591836733,1.62,95.9897389988334
3292.0,1.62,97.14189020299906
543.0,1.7271428571428573,82.59222566525244
599.1020408163265,1.7271428571428573,81.97452458134656
655.204081632653,1.7271428571428573,82.09245131986634
711.3061224489795,1.7271428571428573,80.31297087206619
767.4081632653061,1.7271428571428573,73.04557051579359
823.5102040816327,1.7271428571428573,78.40870949851485
879.6122448979592,1.7271428571428573,89.90002627351492
935.7142857142858,1.7271428571428573,90.60661609517993
991.8163265306123,1.7271428571428573,91.332776283776
1047.9183673469388,1.7271428571428573,101.22087332246737
1104.0204081632653,1.7271428571428573,100.68094132174987
1160.1224489795918,1.7271428571428573,100.07027978767111
1216.2244897959183,1.7271428571428573,86.58059805752609
1272.3265306122448,1.7271428571428573,86.55821778591675
1328.4285714285716,1.7271428571428573,88.97277284663325
1384.5306122448978,1.7271428571428573,89.04229877052701
1440.6326530612246,1.7271428571428573,88.91868796911119
1496.7346938775509,1.7271428571428573,88.78220607778955
1552.8367346938776,1.7271428571428573,89.79619392946427
1608.938775510204,1.7271428571428573,89.79619392946427
1665.0408163265306,1.7271428571428573,92.61146019297384
1721.142857142857,1.7271428571428573,97.55826064147666
1777.2448979591836,1.7271428571428573,98.93104459939207
1833.3469387755101,1.7271428571428573,100.40394472683224
1889.4489795918366,1.7271428571428573,97.69767775862519
1945.5510204081631,1.7271428571428573,97.64947316673756
2001.6530612244896,1.7271428571428573,97.64947316673756
2057.7551020408164,1.7271428571428573,97.64947316673756
2113.857142857143,1.7271428571428573,97.64947316673756
2169.9591836734694,1.7271428571428573,97.64947316673756
