N,SSA,Partial Dependence
0.0,543.0,70.70461553513502
0.17775510204081635,543.0,71.22876327465372
0.3555102040816327,543.0,71.22876327465372
0.533265306122449,543.0,71.22876327465372
0.7110204081632654,543.0,72.2016980230816
0.8887755102040817,543.0,72.30197535355568
1.066530612244898,543.0,72.44392958501581
1.2442857142857144,543.0,72.50303811897612
1.4220408163265308,543.0,72.49061666060443
1.5997959183673471,543.0,78.10773087739166
1.7775510204081635,543.0,78.82742878033115
1.9553061224489798,543.0,84.13012993745761
2.133061224489796,543.0,85.11289022269916
2.3108163265306123,543.0,85.12000392276464
2.488571428571429,543.0,87.28085452945297
2.6663265306122454,543.0,87.24772532331515
2.8440816326530616,543.0,87.23482196366027
3.0218367346938777,543.0,88.39999816183492
3.1995918367346943,543.0,85.73686965569895
3.377346938775511,543.0,85.87827703586011
3.555102040816327,543.0,86.35269811246627
3.732857142857143,543.0,86.35269811246627
3.9106122448979597,543.0,86.40742272536338
4.088367346938776,543.0,86.55163872579725
4.266122448979592,543.0,87.79895594806277
4.4438775510204085,543.0,87.79895594806277
4.621632653061225,543.0,87.79895594806277
4.799387755102042,543.0,88.29291129222662
4.977142857142858,543.0,88.29291129222662
5.154897959183674,543.0,88.29291129222662
5.332653061224491,543.0,87.70849023153663
5.510408163265307,543.0,85.84496433726822
5.688163265306123,543.0,85.94480448440407
5.865918367346939,543.0,85.94480448440407
6.043673469387755,543.0,86.06547892227725
6.221428571428572,543.0,86.06547892227725
6.3991836734693885,543.0,86.0115317173018
6.576938775510205,543.0,85.04884169647983
6.754693877551022,543.0,85.04884169647983
6.932448979591838,543.0,85.04884169647983
7.110204081632654,543.0,91.32445520582701
7.28795918367347,543.0,90.81532637141612
7.465714285714286,543.0,90.81532637141612
7.643469387755103,543.0,91.09679875699726
7.821224489795919,543.0,91.09679875699726
7.9989795918367355,543.0,91.06080926188268
8.176734693877552,543.0,91.06080926188268
8.354489795918369,543.0,93.30802910684855
8.532244897959185,543.0,91.7492048499682
8.71,543.0,91.7492048499682
0.0,599.1020408163265,70.2224330235687
0.17775510204081635,599.1020408163265,70.7465807630874
0.3555102040816327,599.1020408163265,70.7465807630874
0.533265306122449,599.1020408163265,70.7465807630874
0.7110204081632654,599.1020408163265,71.71951551151531
0.8887755102040817,599.1020408163265,71.81979284198937
1.066530612244898,599.1020408163265,71.9617470734495
1.2442857142857144,599.1020408163265,72.02085560740981
1.4220408163265308,599.1020408163265,72.00843414903811
1.5997959183673471,599.1020408163265,77.62554836582535
1.7775510204081635,599.1020408163265,78.34524626876485
1.9553061224489798,599.1020408163265,83.64794742589132
2.133061224489796,599.1020408163265,84.63070771113286
2.3108163265306123,599.1020408163265,84.63782141119832
2.488571428571429,599.1020408163265,86.79867201788664
2.6663265306122454,599.1020408163265,86.76554281174884
2.8440816326530616,599.1020408163265,86.75263945209396
3.0218367346938777,599.1020408163265,87.91781565026861
3.1995918367346943,599.1020408163265,84.87407511930084
3.377346938775511,599.1020408163265,85.01548249946201
3.555102040816327,599.1020408163265,85.5095512792252
3.732857142857143,599.1020408163265,85.5095512792252
3.9106122448979597,599.1020408163265,85.56427589212231
4.088367346938776,599.1020408163265,85.71237935323045
4.266122448979592,599.1020408163265,86.95969657549597
4.4438775510204085,599.1020408163265,86.95969657549597
4.621632653061225,599.1020408163265,86.95969657549597
4.799387755102042,599.1020408163265,87.45365191965982
4.977142857142858,599.1020408163265,87.45365191965982
5.154897959183674,599.1020408163265,87.45365191965982
5.332653061224491,599.1020408163265,86.86923085896983
5.510408163265307,599.1020408163265,85.00570496470142
5.688163265306123,599.1020408163265,85.10554511183727
5.865918367346939,599.1020408163265,85.10554511183727
6.043673469387755,599.1020408163265,85.22621954971044
6.221428571428572,599.1020408163265,85.22621954971044
6.3991836734693885,599.1020408163265,85.172272344735
6.576938775510205,599.1020408163265,84.20958232391303
6.754693877551022,599.1020408163265,84.20958232391303
6.932448979591838,599.1020408163265,84.20958232391303
7.110204081632654,599.1020408163265,90.48519583326019
7.28795918367347,599.1020408163265,89.97606699884933
7.465714285714286,599.1020408163265,89.97606699884933
7.643469387755103,599.1020408163265,90.25753938443047
7.821224489795919,599.1020408163265,90.25753938443047
7.9989795918367355,599.1020408163265,90.2215498893159
8.176734693877552,599.1020408163265,90.2215498893159
8.354489795918369,599.1020408163265,92.46876973428176
8.532244897959185,599.1020408163265,90.90994547740141
8.71,599.1020408163265,90.90994547740141
0.0,655.204081632653,70.29381031305601
0.17775510204081635,655.204081632653,70.8179580525747
0.3555102040816327,655.204081632653,70.8179580525747
0.533265306122449,655.204081632653,70.8179580525747
0.7110204081632654,655.204081632653,71.79089280100261
0.8887755102040817,655.204081632653,71.89117013147668
1.066530612244898,655.204081632653,72.0331243629368
1.2442857142857144,655.204081632653,72.09223289689712
