RMIC,Dap,Partial Dependence
9.2,1.62,73.16288109179561
10.811673469387754,1.62,86.05353205808643
12.42334693877551,1.62,86.67445459764775
14.035020408163264,1.62,86.80482484892521
15.64669387755102,1.62,87.21287020619545
17.258367346938776,1.62,90.89996046624678
18.87004081632653,1.62,90.82311896488035
20.481714285714283,1.62,93.125424105056
22.09338775510204,1.62,93.87088668458934
23.705061224489796,1.62,94.10968628271254
25.31673469387755,1.62,97.0910094035715
26.928408163265306,1.62,97.0910094035715
28.54008163265306,1.62,98.4348654706828
30.151755102040813,1.62,94.56610755263314
31.76342857142857,1.62,94.56610755263314
33.37510204081633,1.62,93.99213320343982
34.98677551020408,1.62,94.94321713757995
36.598448979591836,1.62,94.94321713757995
38.21012244897959,1.62,94.71432234935537
39.82179591836734,1.62,93.8704149873585
41.433469387755096,1.62,93.8704149873585
43.04514285714285,1.62,92.39123849034581
44.65681632653062,1.62,92.39123849034581
46.26848979591837,1.62,92.39563600204303
47.88016326530612,1.62,92.49193535454494
49.49183673469388,1.62,91.05701003156742
51.10351020408163,1.62,91.05701003156742
52.71518367346938,1.62,91.0142114059218
54.326857142857136,1.62,90.70435674265411
55.93853061224489,1.62,90.74550743281658
57.55020408163266,1.62,94.63223975069339
59.16187755102041,1.62,94.30992791758133
60.77355102040816,1.62,90.38031160004151
62.38522448979592,1.62,90.58581124436867
63.99689795918367,1.62,90.28953054422547
65.60857142857142,1.62,89.96219635179662
67.22024489795918,1.62,89.99462565401916
68.83191836734693,1.62,89.60276939470992
70.4435918367347,1.62,86.96498299082148
72.05526530612245,1.62,88.58632148978845
73.6669387755102,1.62,88.58632148978845
75.27861224489796,1.62,89.79961391672168
76.89028571428571,1.62,89.79961391672168
78.50195918367346,1.62,89.7627740763257
80.11363265306123,1.62,89.82582292595652
81.72530612244898,1.62,86.7009204445894
83.33697959183674,1.62,86.7009204445894
84.94865306122449,1.62,83.01589403689748
86.56032653061224,1.62,83.01589403689748
88.172,1.62,83.01589403689748
9.2,1.7271428571428573,75.95277175522357
10.811673469387754,1.7271428571428573,88.84342272151441
12.42334693877551,1.7271428571428573,89.46434526107574
14.035020408163264,1.7271428571428573,89.59471551235318
15.64669387755102,1.7271428571428573,90.00276086962343
17.258367346938776,1.7271428571428573,93.68985112967475
18.87004081632653,1.7271428571428573,93.61300962830833
20.481714285714283,1.7271428571428573,95.91531476848398
22.09338775510204,1.7271428571428573,96.66077734801732
23.705061224489796,1.7271428571428573,96.89957694614053
25.31673469387755,1.7271428571428573,99.88090006699949
26.928408163265306,1.7271428571428573,99.88090006699949
28.54008163265306,1.7271428571428573,101.22475613411078
30.151755102040813,1.7271428571428573,97.35599821606111
31.76342857142857,1.7271428571428573,97.35599821606111
33.37510204081633,1.7271428571428573,96.7820238668678
34.98677551020408,1.7271428571428573,97.73310780100793
36.598448979591836,1.7271428571428573,97.73310780100793
38.21012244897959,1.7271428571428573,97.50421301278335
39.82179591836734,1.7271428571428573,96.6603056507865
41.433469387755096,1.7271428571428573,96.6603056507865
43.04514285714285,1.7271428571428573,95.1811291537738
44.65681632653062,1.7271428571428573,95.1811291537738
46.26848979591837,1.7271428571428573,95.18552666547102
47.88016326530612,1.7271428571428573,95.28182601797292
49.49183673469388,1.7271428571428573,93.8469006949954
51.10351020408163,1.7271428571428573,93.8469006949954
52.71518367346938,1.7271428571428573,93.80410206934977
54.326857142857136,1.7271428571428573,93.49424740608208
55.93853061224489,1.7271428571428573,93.53539809624456
57.55020408163266,1.7271428571428573,97.42213041412136
59.16187755102041,1.7271428571428573,97.0998185810093
60.77355102040816,1.7271428571428573,93.17020226346949
62.38522448979592,1.7271428571428573,93.37570190779665
63.99689795918367,1.7271428571428573,93.19115317813079
65.60857142857142,1.7271428571428573,92.86381898570195
67.22024489795918,1.7271428571428573,92.89624828792448
68.83191836734693,1.7271428571428573,92.50439202861527
70.4435918367347,1.7271428571428573,89.86660562472679
72.05526530612245,1.7271428571428573,91.48794412369377
73.6669387755102,1.7271428571428573,91.48794412369377
75.27861224489796,1.7271428571428573,92.70123655062699
76.89028571428571,1.7271428571428573,92.70123655062699
78.50195918367346,1.7271428571428573,92.664396710231
80.11363265306123,1.7271428571428573,92.72744555986185
81.72530612244898,1.7271428571428573,90.04057355340434
83.33697959183674,1.7271428571428573,90.04057355340434
84.94865306122449,1.7271428571428573,86.6240847842402
86.56032653061224,1.7271428571428573,86.6240847842402
88.172,1.7271428571428573,86.6240847842402
9.2,1.8342857142857143,75.47142741799956
10.811673469387754,1.8342857142857143,87.84984225282396
12.42334693877551,1.8342857142857143,88.4707647923853
14.035020408163264,1.8342857142857143,88.60113504366275
15.64669387755102,1.8342857142857143,89.009180400933
17.258367346938776,1.8342857142857143,92.69627066098431
18.87004081632653,1.8342857142857143,92.61942915961791
20.481714285714283,1.8342857142857143,94.92173429979356
22.09338775510204,1.8342857142857143,95.66719687932687
23.705061224489796,1.8342857142857143,95.90599647745009
25.31673469387755,1.8342857142857143,98.79202753977907
26.928408163265306,1.8342857142857143,98.79202753977907
28.54008163265306,1.8342857142857143,100.13588360689037
30.151755102040813,1.8342857142857143,96.26712568884074
31.76342857142857,1.8342857142857143,96.26712568884074
33.37510204081633,1.8342857142857143,95.70805523879375
34.98677551020408,1.8342857142857143,96.65913917293392
36.598448979591836,1.8342857142857143,96.65913917293392
38.21012244897959,1.8342857142857143,96.43024438470934
39.82179591836734,1.8342857142857143,95.58633702271244
41.433469387755096,1.8342857142857143,95.58633702271244
43.04514285714285,1.8342857142857143,94.10716052569977
44.65681632653062,1.8342857142857143,94.10716052569977
46.26848979591837,1.8342857142857143,94.111558037397
47.88016326530612,1.8342857142857143,94.20785738989889
49.49183673469388,1.8342857142857143,92.77293206692137
51.10351020408163,1.8342857142857143,92.77293206692137
52.71518367346938,1.8342857142857143,92.73013344127575
54.326857142857136,1.8342857142857143,92.42027877800807
55.93853061224489,1.8342857142857143,92.46142946817052
57.55020408163266,1.8342857142857143,96.34816178604734
59.16187755102041,1.8342857142857143,96.02313615132242
60.77355102040816,1.8342857142857143,92.8757055726583
62.38522448979592,1.8342857142857143,93.08044042611326
63.99689795918367,1.8342857142857143,93.15589781148695
65.60857142857142,1.8342857142857143,93.07464378485668
67.22024489795918,1.8342857142857143,93.13543135033339
68.83191836734693,1.8342857142857143,92.74357509102417
70.4435918367347,1.8342857142857143,90.10858503210363
72.05526530612245,1.8342857142857143,91.7299235310706
73.6669387755102,1.8342857142857143,91.7299235310706
75.27861224489796,1.8342857142857143,92.94321595800383
76.89028571428571,1.8342857142857143,92.94321595800383
78.50195918367346,1.8342857142857143,92.90637611760783
80.11363265306123,1.8342857142857143,92.91161005855328
81.72530612244898,1.8342857142857143,90.22550284296798
83.33697959183674,1.8342857142857143,90.22550284296798
