O,SSA,Partial Dependence
2.75,543.0,87.81457627655054
3.045183673469384,543.0,87.81457627655054
3.340367346938768,543.0,86.28287626158658
3.635551020408152,543.0,85.22192933395932
3.930734693877536,543.0,85.53457783147556
4.22591836734692,543.0,85.71388924158315
4.521102040816304,543.0,82.93446156493047
4.816285714285687,543.0,83.63017284111552
5.111469387755072,543.0,83.7785426106544
5.406653061224455,543.0,84.41064285097654
5.70183673469384,543.0,84.00458218017737
5.997020408163223,543.0,84.07909151125807
6.292204081632607,543.0,82.9551901549745
6.587387755101991,543.0,82.3896069525787
6.882571428571375,543.0,82.97843547750038
7.177755102040759,543.0,81.25895769742343
7.472938775510143,543.0,81.83581140714553
7.768122448979527,543.0,80.19588977891577
8.06330612244891,543.0,80.42650399721053
8.358489795918295,543.0,79.42265057538799
8.65367346938768,543.0,79.29678873281918
8.948857142857063,543.0,79.29678873281918
9.244040816326446,543.0,80.77640152866805
9.539224489795831,543.0,80.47096907263423
9.834408163265214,543.0,79.49979663854862
10.129591836734598,543.0,78.9252820444551
10.424775510203983,543.0,79.15983230449963
10.719959183673367,543.0,77.7189586725773
11.01514285714275,543.0,78.69085281287424
11.310326530612135,543.0,78.66183182906198
11.605510204081519,543.0,78.57701685831566
11.900693877550903,543.0,79.370098667143
12.195877551020287,543.0,79.3939840806832
12.49106122448967,543.0,79.48044202378985
12.786244897959055,543.0,79.48044202378985
13.081428571428438,543.0,79.48044202378985
13.376612244897823,543.0,79.48044202378985
13.671795918367206,543.0,77.9292577462866
13.96697959183659,543.0,77.9292577462866
14.262163265305974,543.0,74.867706027856
14.557346938775359,543.0,74.867706027856
14.852530612244742,543.0,74.68294795559723
15.147714285714127,543.0,74.71823412464613
15.44289795918351,543.0,75.45866561399849
15.738081632652895,543.0,75.45866561399849
16.033265306122278,543.0,75.45866561399849
16.328448979591663,543.0,75.45866561399849
16.623632653061044,543.0,75.45866561399849
16.91881632653043,543.0,75.52743643636727
17.213999999999814,543.0,75.52743643636727
2.75,599.1020408163265,87.21814033742345
3.045183673469384,599.1020408163265,87.21814033742345
3.340367346938768,599.1020408163265,85.68644032245948
3.635551020408152,599.1020408163265,84.62549339483222
3.930734693877536,599.1020408163265,84.93814189234845
4.22591836734692,599.1020408163265,85.11745330245606
4.521102040816304,599.1020408163265,82.33802562580337
4.816285714285687,599.1020408163265,83.0337369019884
5.111469387755072,599.1020408163265,83.18210667152731
5.406653061224455,599.1020408163265,83.81420691184944
5.70183673469384,599.1020408163265,83.40814624105025
5.997020408163223,599.1020408163265,83.48265557213097
6.292204081632607,599.1020408163265,82.28854758955569
6.587387755101991,599.1020408163265,81.72296438715989
6.882571428571375,599.1020408163265,82.31179291208159
7.177755102040759,599.1020408163265,80.59231513200461
7.472938775510143,599.1020408163265,81.1691688417267
7.768122448979527,599.1020408163265,79.52791144756114
8.06330612244891,599.1020408163265,79.74622183419181
8.358489795918295,599.1020408163265,78.74236841236926
8.65367346938768,599.1020408163265,78.61650656980048
8.948857142857063,599.1020408163265,78.61650656980048
9.244040816326446,599.1020408163265,80.04297498393932
9.539224489795831,599.1020408163265,79.73754252790552
9.834408163265214,599.1020408163265,78.75905959222781
10.129591836734598,599.1020408163265,78.18454499813431
10.424775510203983,599.1020408163265,78.41909525817881
10.719959183673367,599.1020408163265,76.9770983120804
11.01514285714275,599.1020408163265,77.94899245237733
11.310326530612135,599.1020408163265,77.91997146856505
11.605510204081519,599.1020408163265,77.83515649781873
11.900693877550903,599.1020408163265,78.62823830664608
12.195877551020287,599.1020408163265,78.65212372018628
12.49106122448967,599.1020408163265,78.73858166329293
12.786244897959055,599.1020408163265,78.73858166329293
13.081428571428438,599.1020408163265,78.73858166329293
13.376612244897823,599.1020408163265,78.73858166329293
13.671795918367206,599.1020408163265,77.18739738578967
13.96697959183659,599.1020408163265,77.18739738578967
14.262163265305974,599.1020408163265,74.12584566735909
14.557346938775359,599.1020408163265,74.12584566735909
14.852530612244742,599.1020408163265,74.35128849016387
15.147714285714127,599.1020408163265,74.3865746592128
15.44289795918351,599.1020408163265,75.12700614856514
15.738081632652895,599.1020408163265,75.12700614856514
16.033265306122278,599.1020408163265,75.12700614856514
16.328448979591663,599.1020408163265,75.12700614856514
16.623632653061044,599.1020408163265,75.12700614856514
16.91881632653043,599.1020408163265,75.50422467024232
17.213999999999814,599.1020408163265,75.50422467024232
2.75,655.204081632653,87.53356363525006
3.045183673469384,655.204081632653,87.53356363525006
3.340367346938768,655.204081632653,86.0018636202861
3.635551020408152,655.204081632653,84.94091669265885
3.930734693877536,655.204081632653,85.25639415944775
4.22591836734692,655.204081632653,85.43570556955534
4.521102040816304,655.204081632653,82.65627789290266
4.816285714285687,655.204081632653,83.3519891690877
5.111469387755072,655.204081632653,83.50035893862659
5.406653061224455,655.204081632653,84.13245917894872
5.70183673469384,655.204081632653,83.72639850814953
5.997020408163223,655.204081632653,83.80090783923025
6.292204081632607,655.204081632653,82.4917134763477
6.587387755101991,655.204081632653,81.9261302739519
