model,R2_train,MAE_train,MAPE_train,RMSE_train,R2_test,MAE_test,MAPE_test,RMSE_test
ANN,0.9439322719641368,5.739903312650991,6.4497252833364564,9.45267045392339,0.9630169954031358,5.34757402322701,6.180497998649745,7.63201506889282
